recipe_id,recipe_name,legacy_recipe_name,category,cuisine_inspiration,difficulty,servings,prep_minutes,cook_minutes,ingredients,method,why_this_works_for_tha,planner_readability_notes,acquisition_lane,acquisition_type,meal_source_type,collection,import_key,slug
THA-033,"North African-Style Chickpea, Celery & Cherry Tomato Toast Plate",,breakfast,North African-inspired,easy,4,10,10,"1 x 400g tin chickpeas, drained
1 tbsp olive oil
150g celery, chopped
150g cherry tomato, chopped
1 tsp cumin
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook celery and cherry tomato until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Chickpea, celery, cherry tomato and wholewheat pasta create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains chickpea
contains celery
contains cherry tomato
contains wholewheat pasta
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-033,north-african-style-chickpea-celery-cherry-tomato-toast-plate
THA-034,"Californian-Style Haricot Bean, Broccoli & Aubergine Breakfast Hash",,breakfast,Californian-inspired,easy,4,10,10,"1 x 400g tin haricot beans, drained
1 tbsp olive oil
150g broccoli, chopped
150g aubergine, chopped
1 tsp lime
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook broccoli and aubergine until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Haricot Bean, broccoli, aubergine and quinoa create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains haricot bean
contains broccoli
contains aubergine
contains quinoa
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-034,californian-style-haricot-bean-broccoli-aubergine-breakfast-hash
THA-035,"French country-Style Cod, Red Pepper & Red Cabbage Egg Skillet",,breakfast,French country-inspired,easy,4,10,10,"4 quality cod fillets or 350g cod
1 tbsp olive oil
150g red pepper, chopped
150g red cabbage, chopped
1 tsp thyme
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook red pepper and red cabbage until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Quality cod is paired with red pepper, red cabbage and oats for a whole-food meal where protein is balanced by vegetables and fibre.","category: breakfast
contains cod
contains red pepper
contains red cabbage
contains oats
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-035,french-country-style-cod-red-pepper-red-cabbage-egg-skillet
THA-036,"Pakistani-Style Feta, Tomato & Parsnip Breakfast Wrap",,breakfast,Pakistani-inspired,easy,4,10,10,"250g feta
1 tbsp olive oil
150g tomato, chopped
150g parsnip, chopped
1 tsp ground cumin
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook tomato and parsnip until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Feta, tomato, parsnip and wholegrain bread create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains feta
contains tomato
contains parsnip
contains wholegrain bread
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-036,pakistani-style-feta-tomato-parsnip-breakfast-wrap
THA-037,"Malaysian-Style Cottage Cheese, Peas & Spinach Toast Plate",,breakfast,Malaysian-inspired,easy,4,10,10,"250g cottage cheese
1 tbsp olive oil
150g peas, chopped
150g spinach, chopped
1 tsp ginger
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook peas and spinach until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Cottage Cheese, peas, spinach and wholewheat couscous create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains cottage cheese
contains peas
contains spinach
contains wholewheat couscous
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-037,malaysian-style-cottage-cheese-peas-spinach-toast-plate
THA-038,"North African-Style Tofu, Cabbage & Cherry Tomato Breakfast Hash",,breakfast,North African-inspired,easy,4,10,10,"280g firm tofu, cubed
1 tbsp olive oil
150g cabbage, chopped
150g cherry tomato, chopped
1 tsp cumin
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook cabbage and cherry tomato until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Tofu, cabbage, cherry tomato and oats create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains tofu
contains cabbage
contains cherry tomato
contains oats
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-038,north-african-style-tofu-cabbage-cherry-tomato-breakfast-hash
THA-039,"Californian-Style Black Bean, Radish & Red Cabbage Egg Skillet",,breakfast,Californian-inspired,easy,4,10,10,"1 x 400g tin black beans, drained
1 tbsp olive oil
150g radish, chopped
150g red cabbage, chopped
1 tsp lime
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook radish and red cabbage until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Black Bean, radish, red cabbage and potato create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains black bean
contains radish
contains red cabbage
contains potato
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-039,californian-style-black-bean-radish-red-cabbage-egg-skillet
THA-040,"French country-Style Tuna, Butternut Squash & Pak Choi Breakfast Wrap",,breakfast,French country-inspired,easy,4,10,10,"4 quality tuna fillets or 350g tuna
1 tbsp olive oil
150g butternut squash, chopped
150g pak choi, chopped
1 tsp thyme
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook butternut squash and pak choi until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Quality tuna is paired with butternut squash, pak choi and brown basmati rice for a whole-food meal where protein is balanced by vegetables and fibre.","category: breakfast
contains tuna
contains butternut squash
contains pak choi
contains brown basmati rice
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-040,french-country-style-tuna-butternut-squash-pak-choi-breakfast-wrap
THA-041,"Pakistani-Style Feta, Parsnip & Cauliflower Toast Plate",,breakfast,Pakistani-inspired,easy,4,10,10,"250g feta
1 tbsp olive oil
150g parsnip, chopped
150g cauliflower, chopped
1 tsp ground cumin
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook parsnip and cauliflower until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Feta, parsnip, cauliflower and oats create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains feta
contains parsnip
contains cauliflower
contains oats
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-041,pakistani-style-feta-parsnip-cauliflower-toast-plate
THA-042,"Malaysian-Style Cottage Cheese, Asparagus & Peas Breakfast Hash",,breakfast,Malaysian-inspired,easy,4,10,10,"250g cottage cheese
1 tbsp olive oil
150g asparagus, chopped
150g peas, chopped
1 tsp ginger
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook asparagus and peas until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Cottage Cheese, asparagus, peas and wholewheat noodles create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains cottage cheese
contains asparagus
contains peas
contains wholewheat noodles
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-042,malaysian-style-cottage-cheese-asparagus-peas-breakfast-hash
THA-043,"North African-Style Kidney Bean, Celery & Mushroom Egg Skillet",,breakfast,North African-inspired,easy,4,10,10,"1 x 400g tin kidney beans, drained
1 tbsp olive oil
150g celery, chopped
150g mushroom, chopped
1 tsp cumin
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook celery and mushroom until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Kidney Bean, celery, mushroom and sweet potato create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains kidney bean
contains celery
contains mushroom
contains sweet potato
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-043,north-african-style-kidney-bean-celery-mushroom-egg-skillet
THA-044,"Californian-Style Chickpea, Broccoli & Fennel Breakfast Wrap",,breakfast,Californian-inspired,easy,4,10,10,"1 x 400g tin chickpeas, drained
1 tbsp olive oil
150g broccoli, chopped
150g fennel, chopped
1 tsp lime
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook broccoli and fennel until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Chickpea, broccoli, fennel and oats create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains chickpea
contains broccoli
contains fennel
contains oats
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-044,californian-style-chickpea-broccoli-fennel-breakfast-wrap
THA-045,"French country-Style Sardine, Red Pepper & Pumpkin Toast Plate",,breakfast,French country-inspired,easy,4,10,10,"4 quality sardine fillets or 350g sardine
1 tbsp olive oil
150g red pepper, chopped
150g pumpkin, chopped
1 tsp thyme
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook red pepper and pumpkin until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Quality sardine is paired with red pepper, pumpkin and pearl barley for a whole-food meal where protein is balanced by vegetables and fibre.","category: breakfast
contains sardine
contains red pepper
contains pumpkin
contains pearl barley
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-045,french-country-style-sardine-red-pepper-pumpkin-toast-plate
THA-046,"Pakistani-Style Feta, Tomato & Green Bean Breakfast Hash",,breakfast,Pakistani-inspired,easy,4,10,10,"250g feta
1 tbsp olive oil
150g tomato, chopped
150g green bean, chopped
1 tsp ground cumin
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook tomato and green bean until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Feta, tomato, green bean and wholemeal flatbread create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains feta
contains tomato
contains green bean
contains wholemeal flatbread
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-046,pakistani-style-feta-tomato-green-bean-breakfast-hash
THA-047,"Malaysian-Style Cottage Cheese, Peas & Pumpkin Egg Skillet",,breakfast,Malaysian-inspired,easy,4,10,10,"250g cottage cheese
1 tbsp olive oil
150g peas, chopped
150g pumpkin, chopped
1 tsp ginger
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook peas and pumpkin until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Cottage Cheese, peas, pumpkin and oats create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains cottage cheese
contains peas
contains pumpkin
contains oats
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-047,malaysian-style-cottage-cheese-peas-pumpkin-egg-skillet
THA-048,"North African-Style Butter Bean, Cabbage & Celery Breakfast Wrap",,breakfast,North African-inspired,easy,4,10,10,"1 x 400g tin butter beans, drained
1 tbsp olive oil
150g cabbage, chopped
150g celery, chopped
1 tsp cumin
4 wholegrain wraps or slices of toast
Black pepper","1. Heat olive oil in a pan.
2. Cook cabbage and celery until softened.
3. Add the protein and warm through or cook until done.
4. Season lightly with the listed spice.
5. Serve with wholegrain toast or wraps.","Butter Bean, cabbage, celery and wholewheat pasta create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: breakfast
contains butter bean
contains cabbage
contains celery
contains wholewheat pasta
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-048,north-african-style-butter-bean-cabbage-celery-breakfast-wrap
